ticker,year,value,source,source_url,retrieved,note
A,2025,0.0,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1090872/000109087225000087/a-20251031.htm,2026-09-13,"employees 18,100 (2022) -> 18,100 (2025), 3y CAGR. 2025 quote: ""ough direct sales, but we also utilize distributors, resellers, manufacturers' representatives and electronic commerce. As of October 31, 2025, we employed approximately 18,100 people worldwide. Our primary resear"" | 2022 quote: ""ough direct sales, but we also utilize distributors, resellers, manufacturers' representatives and electronic commerce. As of October 31, 2022, we employed approximately 18,100 people worldwide. Our primary resear"""
AAPL,2025,0.004,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,2026-09-13,"employees 164,000 (2022) -> 166,000 (2025), 3y CAGR. 2025 quote: ""an equal opportunity employer committed to inclusion and to providing a workplace free of harassment or discrimination. As of September 27, 2025, the Company had approximately 166,000 full-time equivalent employees. The Company believes that co"" | 2022 quote: ""ated and dedicated team, and works to create an inclusive, safe and supportive environment for all of its team members. As of September 24, 2022, the Company had approximately 164,000 full-time equivalent employees. Workplace Practices and Poli"""
ABBV,2025,0.0446,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,2026-09-13,"employees 50,000 (2022) -> 57,000 (2025), 3y CAGR. 2025 quote: ""e a material adverse effect on the company's financial position, cash flows, or results of operations. Employees AbbVie employed approximately 57,000 employees in over 70 countries as of De"" | 2022 quote: ""e a material adverse effect on the company's financial position, cash flows, or results of operations. Employees AbbVie employed approximately 50,000 employees in over 70 countries as of Ja"""
ABNB,2025,0.0638,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm,2026-09-13,"employees 6,811 (2022) -> 8,200 (2025), 3y CAGR. 2025 quote: ""r Human Capital We consider the management of our global talent to be essential to the ongoing success of our business. As of December 31, 2025, we had approximately 8,200 employees. Consistent with prior years,"" | 2022 quote: "". Human Capital We consider the management of our global talent to be essential to the ongoing success of our business. As of December 31, 2022, we had 6,811 employees. 4 Table of Contents As of De"""
ABT,2025,0.0,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1800/000162828026010185/abt-20251231.htm,2026-09-13,"employees 115,000 (2022) -> 115,000 (2025), 3y CAGR. 2025 quote: ""grams, and the satisfaction of being part of a global company dedicated to improving health in more than 160 countries. As of December 31, 2025, Abbott employed approximately 115,000 people, 69% of whom were employed ou"" | 2022 quote: ""grams, and the satisfaction of being part of a global company dedicated to improving health in more than 160 countries. As of December 31, 2022, Abbott employed approximately 115,000 people, 69% of whom were employed ou"""
ACGL,2025,0.1132,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/947484/000094748426000017/acgl-20251231.htm,2026-09-13,"employees 5,800 (2022) -> 8,000 (2025), 3y CAGR. 2025 quote: ""r strategy of delivering specialty products and innovative solutions to our customers in each of our business segments. As of February 19, 2026, we had approximately 8,000 employees globally, compared to around"" | 2022 quote: ""r strategy of delivering specialty products and innovative solutions to our customers in each of our business segments. As of February 1, 2023, we had just over 5,800 employees globally, compared to around"""
ACN,2025,0.0261,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1467373/000146737325000217/acn-20250831.htm,2026-09-13,"employees 721,000 (2022) -> 779,000 (2025), 3y CAGR. 2025 quote: ""ith more than 9,000 clients, including the world s largest companies; three quarters of the Fortune Global 100 and 500. As of August 31, 2025, we employed approximately 779,000 people. We have long-term relationsh"" | 2022 quote: ""o manage the organizational challenges associated with our size, we might be unable to achieve our business objectives. As of August 31, 2022, we had more than 721,000 employees worldwide. Our size and scale"""
ADBE,2025,0.0236,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/796343/000079634326000003/adbe-20251128.htm,2026-09-13,"employees 29,239 (2022) -> 31,360 (2025), 3y CAGR. 2025 quote: ""air and market-competitive pay and benefits to support our employees wellbeing and foster their growth and development. As of November 28, 2025, we employed 31,360 people, of which 50% were in the Uni"" | 2022 quote: ""ir and market-competitive pay and benefits to support our employees wellbeing, and foster their growth and development. As of December 2, 2022, we employed 29,239 people, of which 51% were in the Uni"""
ADI,2025,0.0007,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/adi-20251101.htm,2026-09-13,"employees 24,450 (2022) -> 24,500 (2025), 3y CAGR. 2025 quote: ""atives we have launched to drive continuous improvements across inclusion, opportunity for all and equitable practices. As of November 1, 2025, we had approximately 24,500 employees, of whom approximately 13,000"" | 2022 quote: ""n overview of some of the initiatives we have launched to drive continuous improvements across diversity and inclusion. As of October 29, 2022, we had approximately 24,450 employees, of whom approximately 11,400"""
ADSK,2026,0.0375,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/769397/000076939726000015/adsk-20260131.htm,2026-09-13,"employees 13,700 (2023) -> 15,300 (2026), 3y CAGR. 2026 quote: ""needs, expectations, and experiences. As of January 31, 2026, we employed approximately 14,300 people, a decrease from approximately 15,300 employees as of the end of fiscal year 2025."" | 2023 quote: ""company, where each employee takes responsibility for understanding our customers needs, expectations, and experiences. As of January 31, 2023, we employed approximately 13,700 people, an increase from approximate"""
AEP,2025,0.0118,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/4904/000000490426000013/aep-20251231.htm,2026-09-13,"employees 16,974 (2022) -> 17,581 (2025), 3y CAGR. 2025 quote: ""formation systems, engineering, financial, legal, maintenance and other services at cost from a common provider, AEPSC. As of December 31, 2025, the subsidiaries of AEP had a total of 17,581 employees. As a holding company rather"" | 2022 quote: ""formation systems, engineering, financial, legal, maintenance and other services at cost from a common provider, AEPSC. As of December 31, 2022, the subsidiaries of AEP had a total of 16,974 employees. Because it is a holding comp"""
AES,2025,-0.0288,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/874761/000087476126000063/aes-20251231.htm,2026-09-13,"employees 9,100 (2022) -> 8,336 (2025), 3y CAGR. 2025 quote: ""for AES people are guided by the Chief Human Resources Officer, with input from members of the Global Leadership Team. As of December 31, 2025, the Company and its subsidiaries had 8,336 full time/permanent employees. As of December 31, 2025, app"" | 2022 quote: ""ur Chief Executive Officer and the Executive Leadership Team with the guidance and oversight of our Board of Directors. As of December 31, 2022, the Company and its subsidiaries had approximately 9,100 full time/permanent employees. The following chart lists ou"""
AIG,2025,-0.0551,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/5272/000000527226000023/aig-20251231.htm,2026-09-13,"employees 26,200 (2022) -> 22,100 (2025), 3y CAGR. 2025 quote: ""human capital management initiatives and metrics, including succession planning for key roles. At December 31, 2025, we had approximately 22,100 employees based in approximately 45 cou"" | 2022 quote: ""and fostering an inclusive environment in which we actively seek and embrace diverse thinking. At December 31, 2022, we had approximately 26,200 employees based in approximately 50 cou"""
AIZ,2025,0.0261,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1267238/000126723826000010/aiz-20251231.htm,2026-09-13,"employees 13,700 (2022) -> 14,800 (2025), 3y CAGR. 2025 quote: ""and engagement, while continuously enhancing the experience of our employees who are critical to our long-term success. As of December 31, 2025, Assurant had approximately 14,800 employees, representing more than 80 na"" | 2022 quote: ""and engagement, while continuously enhancing the experience of our employees who are critical to our long-term success. As of December 31, 2022, Assurant had approximately 13,700 employees in 21 countries. Our diverse"""
AJG,2025,0.1784,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/354190/000162828026008662/ajg-20251231.htm,2026-09-13,"employees 44,000 (2022) -> 72,000 (2025), 3y CAGR. 2025 quote: ""presented approximately 3%, respectively, of our combined brokerage and risk management segment revenues. Human Capital As of December 31, 2025, we had approximately 72,000 employees, with approximately 47% in th"" | 2022 quote: ""a hybrid work environment. We have instituted safety protocols and procedures for employees when they are in an office. As of December 31, 2022, we had approximately 44,000 employees, with approximately 45% in th"""
AKAM,2025,0.0393,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1086222/000108622226000022/akam-20251231.htm,2026-09-13,"employees 9,800 (2022) -> 11,000 (2025), 3y CAGR. 2025 quote: ""ectors as well as its Talent, Leadership and Compensation Committee and Environmental, Social and Governance Committee. As of December 31, 2025, we had over 11,000 employees located in more than 30 count"" | 2022 quote: ""f directors as well as its Talent, Leadership &amp; Compensation and Environmental, Social &amp; Governance Committees. As of December 31, 2022, we had over 9,800 employees located in more than 30 count"""
ALB,2025,0.0177,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/915913/000091591326000018/alb-20251231.htm,2026-09-13,"employees 7,400 (2022) -> 7,800 (2025), 3y CAGR. 2025 quote: ""fosters good decision-making practices, and promotes employee engagement and high productivity across our organization. As of December 31, 2025, we had approximately 7,800 employees, including employees of our c"" | 2022 quote: ""fosters good decision making practices, and promotes employee engagement and high productivity across our organization. As of December 31, 2022, we had approximately 7,400 employees, including employees of our c"""
ALGN,2025,-0.0432,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1097149/000109714926000014/algn-20251231.htm,2026-09-13,"employees 23,165 (2022) -> 20,290 (2025), 3y CAGR. 2025 quote: ""o attract and retain the best talent, and provide a safe and supportive environment that allows our employees to excel. As of December 31, 2025, we had approximately 20,290 employees, a decrease of approximately"" | 2022 quote: ""als allows us to attract and retain the best talent, which has ultimately led to the growth and success of our company. As of December 31, 2022, we had approximately 23,165 employees, an increase of approximately"""
ALL,2025,-0.0062,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/899051/000089905126000031/all-20251231.htm,2026-09-13,"employees 54,000 (2022) -> 53,000 (2025), 3y CAGR. 2025 quote: ""orld's Most Ethical Companies designation. In 2025, we are one of two honorees in the Property &amp; Casualty industry. As of December 31, 2025, Allstate had approximately 53,000 full-time employees and 300 part-time employees."" | 2022 quote: ""sive diversity and equity, fosters collaboration, and encourages employees to bring their best ideas to work every day. As of December 31, 2022, Allstate had approximately 54,000 full-time employees and 500 part-time employees."""
ALLE,2025,0.0264,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1579241/000157924126000007/alle-20251231.htm,2026-09-13,"employees 12,300 (2022) -> 13,300 (2025), 3y CAGR. 2025 quote: ""eptional Workplace Award in both 2024 and 2025. This award recognizes the most engaged workplace cultures in the world. As of December 31, 2025, we had approximately 13,300 employees worldwide. Our employee base"" | 2022 quote: ""pports employees through competitive compensation, benefits and numerous volunteer and charitable giving opportunities. As of December 31, 2022, we had approximately 12,300 employees worldwide, with approximately"""
AMAT,2025,0.0342,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/6951/000162828025056742/amat-20251026.htm,2026-09-13,"employees 33,000 (2022) -> 36,500 (2025), 3y CAGR. 2025 quote: ""building a connected and highly engaged culture, and upholding a high standard of ethics and respect for human rights. As of October 26, 2025, we employed approximately 36,500 regular full-time employees spanning 25 countries, of who"" | 2022 quote: ""ities; promoting inclusion, equity and diversity; and upholding a high standard of ethics and respect for human rights. As of October 30, 2022, Applied employed approximately 33,000 regular full-time employees, of whom approximately 46%, 4"""
AMCR,2026,0.223,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1748790/000174879026000022/amcr-20260630.htm,2026-09-13,"employees 41,000 (2023) -> 75,000 (2026), 3y CAGR. 2026 quote: ""ader strategic priorities and our company purpose: Together, we elevate customers, shape lives, and protect the future. As of June 30, 2026, Amcor employed approximately 75,000 employees globally, including part-time"" | 2023 quote: ""ments to ensure each colleague feels valued, treated with respect, encouraged to speak, and empowered to be their best. As of June 30, 2023, we had approximately 41,000 employees, including part-time and temp"""
AMD,2025,0.0743,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/2488/000000248826000018/amd-20251227.htm,2026-09-13,"employees 25,000 (2022) -> 31,000 (2025), 3y CAGR. 2025 quote: ""the first half of the year, although market conditions and product transitions could impact these trends. Human Capital As of December 27, 2025, we had approximately 31,000 employees in our global workforce. We b"" | 2022 quote: ""the first half of the year, although market conditions and product transitions could impact these trends. Human Capital As of December 31, 2022, we had approximately 25,000 employees in our global workforce. We b"""
AME,2025,0.0471,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1037868/000103786826000016/ame-20251231.htm,2026-09-13,"employees 19,600 (2022) -> 22,500 (2025), 3y CAGR. 2025 quote: ""mpact in their local communities, with a focus on health and welfare, civic and social service programs, and education. As of December 31, 2025, we have approximately 22,500 employees. Our compensation programs ar"" | 2022 quote: ""mpact in their local communities, with a focus on health and welfare, civic and social service programs, and education. As of December 31, 2022, we have approximately 19,600 employees, of which 42% are diverse (gl"""
AMP,2025,0.0025,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/820027/000082002726000011/amp-20251231.htm,2026-09-13,"employees 13,500 (2022) -> 13,600 (2025), 3y CAGR. 2025 quote: ""erview We are committed to attracting, retaining, engaging, and developing a high-performing workforce. Our global team includes approximately 13,600 employees (including corporate staff an"" | 2022 quote: ""e live and work. We are committed to providing an excellent employee and advisor experience for all of our people. This includes approximately 13,500 global employees, including our corporate empl"""
AMT,2025,-0.0869,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1053507/000105350726000035/amt-20251231.htm,2026-09-13,"employees 6,391 (2022) -> 4,866 (2025), 3y CAGR. 2025 quote: ""s Discussion and Analysis of Financial Condition and Results of Operations Executive Overview. Human Capital Resources As of December 31, 2025, we employed 4,866 full-time individuals, including 2,388 employees based in the United States an"" | 2022 quote: ""s Discussion and Analysis of Financial Condition and Results of Operations Executive Overview. Human Capital Resources As of December 31, 2022, we employed 6,391 full-time individuals, including 2,375 employees based in the United States an"""
AMZN,2025,0.0075,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm,2026-09-13,"employees 1,541,000 (2022) -> 1,576,000 (2025), 3y CAGR. 2025 quote: ""ds December 31. Human Capital Our employees are critical to our mission of being Earth s most customer-centric company. As of December 31, 2025, we employed approximately 1,576,000 full-time and part-time employees. Additionally, we use indepen"" | 2022 quote: ""ds December 31. Human Capital Our employees are critical to our mission of being Earth s most customer-centric company. As of December 31, 2022, we employed approximately 1,541,000 full-time and part-time employees. Additionally, we use indepen"""
ANET,2025,0.123,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1596532/000159653226000013/anet-20251231.htm,2026-09-13,"employees 3,612 (2022) -> 5,115 (2025), 3y CAGR. 2025 quote: ""are committed to upholding the highest standards of professional and ethical conduct in our global business operations. As of December 31, 2025, Arista employed approximately 5,115 full-time employees worldwide. None of our employ"" | 2022 quote: ""to maintaining the highest level of professional and ethical standards in the conduct of our business around the world. As of December 31, 2022, we employed approximately 3,612 full-time employees worldwide. None of our employ"""
AON,2025,0.0627,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/315293/000162828026008116/aon-20251231.htm,2026-09-13,"employees 50,000 (2022) -> 60,000 (2025), 3y CAGR. 2025 quote: ""veloping and retaining the best talent from all backgrounds, to support our clients and grow our firm. 7 Our Colleagues As of December 31, 2025, we employed approximately 60,000 employees and conducted our operations"" | 2022 quote: ""s organizations, supports numerous colleague volunteer opportunities, and offers paid time off to volunteer. Colleagues As of December 31, 2022, we employed approximately 50,000 employees and conducted our operations"""
AOS,2025,-0.0141,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/91142/000009114226000008/aos-20251231.htm,2026-09-13,"employees 12,000 (2022) -> 11,500 (2025), 3y CAGR. 2025 quote: ""trade name is important with respect to our products, particularly in China, India, and North America. HUMAN CAPITAL We employed approximately 11,500 employees as of December 31, 2025 with"" | 2022 quote: ""ant with respect to our products, particularly in China, India, and North America. 4 Table of Contents HUMAN CAPITAL We employed approximately 12,000 employees as of December 31, 2022 with"""
APA,2025,-0.0764,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1841666/000184166626000015/apa-20251231.htm,2026-09-13,"employees 2,273 (2022) -> 1,791 (2025), 3y CAGR. 2025 quote: ""ty, total rewards, development opportunities and community partnerships to support employee experience and performance. As of December 31, 2025, APA employed approximately 1,791 full-time equivalent employees: Employees United States 1,06"" | 2022 quote: ""tal rewards, and community partnerships to ensure that being a part of the APA family is a positive experience for all. As of December 31, 2022, the Company globally employed approximately 2,273 full-time equivalent employees in locations across the organ"""
APD,2025,-0.0092,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/2969/000000296925000055/apd-20250930.htm,2026-09-13,"employees 21,900 (2022) -> 21,300 (2025), 3y CAGR. 2025 quote: ""rategy, which is supported by our leaders and enabled by a positive organizational culture. As of 30 September 2025, we had approximately 21,300 employees, with over 99% working full-t"" | 2022 quote: ""jects that will support the energy transition. 8 Table of Contents Human Capital Management As of 30 September 2022, we had approximately 21,900 employees, of which over 90% were worki"""
APH,2025,0.2316,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/820313/000110465926013549/aph-20251231x10k.htm,2026-09-13,"employees 91,000 (2022) -> 170,000 (2025), 3y CAGR. 2025 quote: ""dual businesses and a more personal connection to the employees they oversee and the communities in which they operate. As of December 31, 2025, the Company had approximately 170,000 employees worldwide, of which approxima"" | 2022 quote: ""dual businesses and a more personal connection to the employees they oversee and the communities in which they operate. As of December 31, 2022, the Company had approximately 91,000 employees worldwide, of which approxima"""
APO,2025,0.3421,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1858681/000185868126000013/apo-20251231.htm,2026-09-13,"employees 2,540 (2022) -> 6,140 (2025), 3y CAGR. 2025 quote: ""ness segments are differentiated based on the investment services they provide as well as varying investing strategies. As of December 31, 2025, Apollo had a team of approximately 6,140 employees, including 2,010 employees su"" | 2022 quote: ""ness segments are differentiated based on the investment services they provide as well as varying investing strategies. As of December 31, 2022, Apollo had a team of 2,540 employees and Athene had 1,718 employee"""
APP,2025,-0.1927,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1751008/000175100826000010/app-20251231.htm,2026-09-13,"employees 1,707 (2022) -> 898 (2025), 3y CAGR. 2025 quote: ""l Property for more information regarding risks related to intellectual property. Employees and Human Capital Resources As of December 31, 2025, we had a total of 898 employees, comprised of 876 full-time a"" | 2022 quote: ""l Property for more information regarding risks related to intellectual property. Employees and Human Capital Resources As of December 31, 2022, we had a total of 1,707 employees, comprised of 1,675 full-time"""
APTV,2025,-0.0435,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1521332/000152133226000009/aptv-20251231.htm,2026-09-13,"employees 160,000 (2022) -> 140,000 (2025), 3y CAGR. 2025 quote: ""ed in the months of July, August and September due to the launch of component production for new vehicle models. People As of December 31, 2025, we employed approximately 140,000 people; 30,000 salaried employees an"" | 2022 quote: ""of July, August and September due to the launch of component production for new vehicle models. Human Capital Resources As of December 31, 2022, we employed approximately 160,000 people; 32,000 salaried employees an"""
ARE,2025,-0.0465,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1035443/000103544326000013/are-20251231.htm,2026-09-13,"employees 593 (2022) -> 514 (2025), 3y CAGR. 2025 quote: ""Investor Relations. The public may also download these materials from the SEC s website at www.sec.gov. 6 Human capital As of December 31, 2025 , we had 514 employees . We place a significant focu"" | 2022 quote: ""Investor Relations. The public may also download these materials from the SEC s website at www.sec.gov. 5 Human capital As of December 31, 2022, we had 593 employees. We place a significant focus"""
ARES,2025,0.1856,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1176948/000162828026011413/ares-20251231.htm,2026-09-13,"employees 2,550 (2022) -> 4,250 (2025), 3y CAGR. 2025 quote: ""agement industry. To foster this culture, we invest heavily in our human capital efforts, including: Talent Management: As of December 31, 2025, we had over 4,250 employees, comprised of over 1,650 prof"" | 2022 quote: ""agement industry. To foster this culture, we invest heavily in our human capital efforts, including: Talent Management: As of December 31, 2022, we had over 2,550 full-time employees, comprised of approximately 9"""
ATO,2025,0.0463,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/731802/000073180225000056/ato-20250930.htm,2026-09-13,"employees 4,791 (2022) -> 5,487 (2025), 3y CAGR. 2025 quote: ""rsity. For this reason, we strive to have a workforce that reflects the communities we serve. At September 30, 2025, we had 5,487 employees. We monitor our workforce dat"" | 2022 quote: ""rsity. For this reason, we strive to have a workforce that reflects the communities we serve. At September 30, 2022, we had 4,791 employees, substantially unchanged from"""
AVGO,2025,0.1817,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1730168/000173016825000121/avgo-20251102.htm,2026-09-13,"employees 20,000 (2022) -> 33,000 (2025), 3y CAGR. 2025 quote: ""Turnover Study First Edition, May 2025). We also track the portion of our workforce in research and development roles. As of November 2, 2025, we had approximately 33,000 employees worldwide, with approximately"" | 2022 quote: ""er Study Second Edition, September 2022). We also track the portion of our workforce in research and development roles. As of October 30, 2022, we had approximately 20,000 employees worldwide, with approximately"""
AWK,2025,0.025,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1410636/000141063626000034/awk-20251231.htm,2026-09-13,"employees 6,500 (2022) -> 7,000 (2025), 3y CAGR. 2025 quote: ""ience by listening to employees through focus group discussions and employee surveys, among other tools. Workforce Data As of December 31, 2025, the Company had approximately 7,000 employees. For 2025, the Company s annu"" | 2022 quote: ""and managing and communicating local activities and actions that seek to advance the Company s culture. Workforce Data As of December 31, 2022, the Company had approximately 6,500 employees. For 2022, the Company s empl"""
AXON,2025,0.2182,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1069183/000162828026011360/axon-20251231.htm,2026-09-13,"employees 2,821 (2022) -> 5,100 (2025), 3y CAGR. 2025 quote: ""p talent by offering equitable opportunities for growth and development, supported by strong compensation and benefits. As of December 31, 2025, we had more than 5,100 full-time employees and more than 1,200 temporary"" | 2022 quote: ""ections between our employees and their communities. Axon s mission is central to our recruiting and retention efforts. As of December 31, 2022, we had 2,821 full-time employees and 913 temporary employees ("""
AXP,2025,-0.0022,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/4962/000000496226000080/axp-20251231.htm,2026-09-13,"employees 77,300 (2022) -> 76,800 (2025), 3y CAGR. 2025 quote: ""of Contents Our Colleagues Our colleagues are integral to executing our business strategies and to our overall success. As of December 31, 2025, we employed approximately 76,800 people, whom we refer to as colleagu"" | 2022 quote: ""Customers We Stand for Equity and Inclusion We Make It Great We Win as A Team We Respect People We Support Communities As of December 31, 2022, we employed approximately 77,300 people, whom we refer to as colleagu"""
BA,2025,0.0527,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/12927/000162828026004357/ba-20251231.htm,2026-09-13,"employees 156,000 (2022) -> 182,000 (2025), 3y CAGR. 2025 quote: ""of any particular intellectual property patent license agreement. Human Capital As of December 31, 2025, Boeing s total workforce was approximately 182,000 with 14% located outside of th"" | 2022 quote: ""rticular intellectual property patent license agreement. Human Capital As of December 31, 2022 and 2021, Boeing s total workforce was approximately 156,000 and 142,000 with 13% and 12% l"""
BAC,2025,-0.0062,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/bac-20251231.htm,2026-09-13,"employees 217,000 (2022) -> 213,000 (2025), 3y CAGR. 2025 quote: ""s Committees to facilitate the Board s oversight. Bank of America 2 At both December 31, 2025 and 2024, the Corporation employed approximately 213,000 employees, of which 77 percent and 78 p"" | 2022 quote: ""ers to the Board and its Committees to facilitate the Board s oversight. At December 31, 2022 and 2021, the Corporation employed approximately 217,000 and 208,000 employees, of which 79 percent and 80 p"""
BALL,2025,-0.0867,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/9389/000110465926017410/ball-20251231x10k.htm,2026-09-13,"employees 21,000 (2022) -> 16,000 (2025), 3y CAGR. 2025 quote: ""roud to outline the material aspects of our human capital program. At the end of 2025, the company and its subsidiaries employed approximately 16,000 employees, including approximately 5,00"" | 2022 quote: ""roud to outline the material aspects of our human capital program. At the end of 2022, the company and its subsidiaries employed approximately 21,000 employees, including approximately 10,3"""
BAX,2025,-0.145,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/10456/000162828026007733/bax-20251231.htm,2026-09-13,"employees 60,000 (2022) -> 37,500 (2025), 3y CAGR. 2025 quote: ""ontemplate, among other things, appropriate capital expenditures for environmental protection. Human Capital Management As of December 31, 2025, after giving effect to the Kidney Care sale, we employed approximately 37,500 people globally, with approximately"" | 2022 quote: ""ntrol system at our Mountain Home, Arkansas facility that was substantially completed in 2022. Human Capital Management As of December 31, 2022, we employed approximately 60,000 people globally, with approximately"""
BBY,2026,-0.0306,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/764478/000076447826000009/bby-20260131.htm,2026-09-13,"employees 90,000 (2023) -> 82,000 (2026), 3y CAGR. 2026 quote: ""by opportunities to learn, grow, innovate and explore can lead to extraordinary outcomes. At the end of fiscal 2026, we employed approximately 82,000 employees in the U.S. and Canada. Inclu"" | 2023 quote: ""y opportunities to learn, grow, innovate and explore can lead to extraordinary outcomes . At the end of fiscal 2023, we employed more than 90,000 employees in the U.S. and Canada, compr"""
BEN,2025,0.0,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/38777/000003877725000238/ben-20250930.htm,2026-09-13,"employees 9,800 (2022) -> 9,800 (2025), 3y CAGR. 2025 quote: ""nd confidence. If our brand is harmed, our future business prospects may be adversely affected. HUMAN CAPITAL RESOURCES As of September 30, 2025, we employed approximately 9,800 employees and operated offices in over"" | 2022 quote: ""brand is harmed, our future business prospects may be adversely affected. 14 Table of Contents HUMAN CAPITAL RESOURCES As of September 30, 2022, we employed approximately 9,800 employees and operated offices in over"""
BIIB,2025,-0.0492,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/875045/000087504526000013/biib-20251231.htm,2026-09-13,"employees 8,725 (2022) -> 7,500 (2025), 3y CAGR. 2025 quote: ""climate-related reporting requirements on large companies conducting business in the state of California. HUMAN CAPITAL As of December 31, 2025, we had approximately 7,500 employees worldwide. Approximately 4,20"" | 2022 quote: ""information on our environment-related risks, please read Item 1A. Risk Factors included in this report. Human Capital As of December 31, 2022, we had approximately 8,725 employees worldwide. Approximately 4,97"""
BKNG,2025,0.04,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1075531/000107553126000009/bkng-20251231.htm,2026-09-13,"employees 21,600 (2022) -> 24,300 (2025), 3y CAGR. 2025 quote: ""perating structure with multiple distinct brands, our approach to human capital management can vary by brand. Workforce As of December 31, 2025, we employed approximately 24,300 employees, of which approximately 2,900"" | 2022 quote: ""ng our brands, our structure often manifests in varied approaches to human capital management. At December 31, 2022, we employed approximately 21,600 employees, of which approximately 3,100"""
BKR,2025,0.006,SEC 10-K Human Capital disclosures,https://www.sec.gov/Archives/edgar/data/1701605/000170160526000007/bkr-20251231.htm,2026-09-13,"employees 55,000 (2022) -> 56,000 (2025), 3y CAGR. 2025 quote: ""y is essential to fostering creativity and developing solutions that keep the Company at the forefront of the industry. As of December 31, 2025, we had approximately 56,000 employees. More than 45,000 of our empl"" | 2022 quote: ""fits, health and wellness programs, and by programs that build connections between our employees and their communities. As of December 31, 2022, we had approximately 55,000 employees. More than 42,000 of our empl"""
