year,facility_id,parent_company_raw,owner_segment,share,facility_co2e_tonnes,ticker,attributed_co2e_tonnes
2018,1003725,ENERGY TRANSFER PARTNERS LP (50%); KINDER MORGAN INC (50%),KINDER MORGAN INC,0.5,64338.403999999995,KMI,32169.201999999997
2018,1003727,ONEOK INC (100%),ONEOK INC,1.0,128038.262,OKE,128038.262
2018,1003734,ONEOK INC (100%),ONEOK INC,1.0,21612.368000000002,OKE,21612.368000000002
2018,1003736,ONEOK INC (100%),ONEOK INC,1.0,86372.24799999999,OKE,86372.24799999999
2018,1003739,3M CO (100%),3M CO,1.0,28622.296,MMM,28622.296
2018,1003744,WASTE MANAGEMENT INC (100%),WASTE MANAGEMENT INC,1.0,3469.25,WM,3469.25
2018,1003750,TARGA RESOURCES (100%),TARGA RESOURCES,1.0,28474.105792457904,TRGP,28474.105792457904
2018,1003759,ANALOG DEVICES INC (100%),ANALOG DEVICES INC,1.0,35453.013393999994,ADI,35453.013393999994
2018,1003763,FREEPORT MCMORAN COPPER & GOLD (100%),FREEPORT MCMORAN COPPER & GOLD,1.0,15532.19,FCX,15532.19
2018,1003764,TARGA RESOURCES (100%),TARGA RESOURCES,1.0,151136.2106922144,TRGP,151136.2106922144
2018,1003767,TARGA RESOURCES (100%),TARGA RESOURCES,1.0,163772.5780814096,TRGP,163772.5780814096
2018,1003769,Exelon Corp (100%),Exelon Corp,1.0,41691.842000000004,EXC,41691.842000000004
2018,1003774,BP AMERICA INC (60.5%); BHP BILLITON (23.9%); CHEVRON CORP (15.6%),CHEVRON CORP,0.156,95421.682,CVX,14885.782392000001
2018,1003776,LOEWS CORP (100%),LOEWS CORP,1.0,16563.544,L,16563.544
2018,1003779,VALERO ENERGY CORP (100%),VALERO ENERGY CORP,1.0,191821.828,VLO,191821.828
2018,1003798,WASTE MANAGEMENT INC (100%),WASTE MANAGEMENT INC,1.0,22111.25,WM,22111.25
2018,1003800,WASTE MANAGEMENT INC (100%),WASTE MANAGEMENT INC,1.0,1409.25,WM,1409.25
2018,1003804,WASTE MANAGEMENT INC (100%),WASTE MANAGEMENT INC,1.0,693.75,WM,693.75
2018,1003826,WASTE MANAGEMENT INC (100%),WASTE MANAGEMENT INC,1.0,134717.148,WM,134717.148
2018,1003839,NISOURCE INC (100%),NISOURCE INC,1.0,143155.4,NI,143155.4
2018,1003840,NISOURCE INC (100%),NISOURCE INC,1.0,108197.238,NI,108197.238
2018,1003871,WASTE MANAGEMENT INC (100%),WASTE MANAGEMENT INC,1.0,3074.148,WM,3074.148
2018,1003884,PACKAGING CORP OF AMERICA (100%),PACKAGING CORP OF AMERICA,1.0,430717.162,PKG,430717.162
2018,1003897,KINDER MORGAN INC (100%),KINDER MORGAN INC,1.0,40994.462,KMI,40994.462
2018,1003904,MARATHON PETROLEUM CORP (100%),MARATHON PETROLEUM CORP,1.0,1234173.532,MPC,1234173.532
2018,1003913,HALLIBURTON ENERGY SERVICES (100%),HALLIBURTON ENERGY SERVICES,1.0,35797.314000000006,HAL,35797.314000000006
2018,1003915,LOEWS CORP (100%),LOEWS CORP,1.0,49039.776,L,49039.776
2018,1003916,LOEWS CORP (100%),LOEWS CORP,1.0,31059.66,L,31059.66
2018,1003917,LOEWS CORP (100%),LOEWS CORP,1.0,36185.95,L,36185.95
2018,1003942,NISOURCE INC (100%),NISOURCE INC,1.0,277777.15,NI,277777.15
2018,1003945,TEXAS INSTRUMENTS INC (100%),TEXAS INSTRUMENTS INC,1.0,715059.3040065,TXN,715059.3040065
2018,1003955,ONEOK INC (100%),ONEOK INC,1.0,31931.278,OKE,31931.278
2018,1003967,CORNING INC (40.25%); DOW CHEMICAL (40.25%); SHIN ETSU HANDOTAI CO LTD (19.5%),CORNING INC,0.4025,101524.868,GLW,40863.75937
2018,1003967,CORNING INC (40.25%); DOW CHEMICAL (40.25%); SHIN ETSU HANDOTAI CO LTD (19.5%),DOW CHEMICAL,0.4025,101524.868,DOW,40863.75937
2018,1003968,BERKSHIRE HATHAWAY INC (100%),BERKSHIRE HATHAWAY INC,1.0,53516.22,BRK.B,53516.22
2018,1003976,DUPONT TEIJIN FILMS (100%),DUPONT TEIJIN FILMS,1.0,27767.396,DD,27767.396
2018,1003985,CATERPILLAR INC (100%),CATERPILLAR INC,1.0,109084.284,CAT,109084.284
2018,1003991,CHEVRON CORP (100%),CHEVRON CORP,1.0,2523219.986,CVX,2523219.986
2018,1003995,ONEOK INC (100%),ONEOK INC,1.0,18584.044,OKE,18584.044
2018,1003997,INTEL CORP (100%),INTEL CORP,1.0,63404.366135000004,INTC,63404.366135000004
2018,1003998,CHEVRON CORP (100%),CHEVRON CORP,1.0,909762.188,CVX,909762.188
2018,1003999,ONEOK INC (100%),ONEOK INC,1.0,19122.2,OKE,19122.2
2018,1004000,ONEOK INC (100%),ONEOK INC,1.0,14895.418,OKE,14895.418
2018,1004001,CHEVRON CORP (100%),CHEVRON CORP,1.0,476292.648,CVX,476292.648
2018,1004002,ONEOK INC (100%),ONEOK INC,1.0,9982.968,OKE,9982.968
2018,1004003,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,68963.0,RSG,68963.0
2018,1004006,INTEL CORP (100%),INTEL CORP,1.0,282422.186267,INTC,282422.186267
2018,1004010,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,82332.75,RSG,82332.75
2018,1004011,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,135627.75,RSG,135627.75
2018,1004012,ONEOK INC (100%),ONEOK INC,1.0,9662.124,OKE,9662.124
2018,1004013,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,26643.75,RSG,26643.75
2018,1004024,WESTROCK CO (100%),WESTROCK CO,1.0,32609.728,SW,32609.728
2018,1004026,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,38942.9,RSG,38942.9
2018,1004027,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,54089.848,RSG,54089.848
2018,1004034,AMEREN CORP (100%),AMEREN CORP,1.0,13714.75,AEE,13714.75
2018,1004047,CENTERPOINT ENERGY INC (100%),CENTERPOINT ENERGY INC,1.0,23530.45,CNP,23530.45
2018,1004048,TARGA RESOURCES (100%),TARGA RESOURCES,1.0,21973.1297756068,TRGP,21973.1297756068
2018,1004049,CENTERPOINT ENERGY INC (100%),CENTERPOINT ENERGY INC,1.0,18777.1,CNP,18777.1
2018,1004065,WASTE MANAGEMENT INC (100%),WASTE MANAGEMENT INC,1.0,108121.548,WM,108121.548
2018,1004068,PACIFIC GAS & ELECTRIC CO (100%),PACIFIC GAS & ELECTRIC CO,1.0,15875.204,PCG,15875.204
2018,1004069,PACIFIC GAS & ELECTRIC CO (100%),PACIFIC GAS & ELECTRIC CO,1.0,36288.788,PCG,36288.788
2018,1004086,CENTERPOINT ENERGY INC (100%),CENTERPOINT ENERGY INC,1.0,72968.7,CNP,72968.7
2018,1004089,DOMINION ENERGY INC (100%),DOMINION ENERGY INC,1.0,61128.424,D,61128.424
2018,1004090,CENTERPOINT ENERGY INC (100%),CENTERPOINT ENERGY INC,1.0,2639.85,CNP,2639.85
2018,1004097,MARTIN MARIETTA MATERIALS INC (100%),MARTIN MARIETTA MATERIALS INC,1.0,1444308.602,MLM,1444308.602
2018,1004100,STEEL DYNAMICS INC (100%),STEEL DYNAMICS INC,1.0,41672.844,STLD,41672.844
2018,1004105,BUNGE HOLDINGS NORTH AMERICA INC (100%),BUNGE HOLDINGS NORTH AMERICA INC,1.0,31330.431999999997,BG,31330.431999999997
2018,1004109,KINDER MORGAN INC (100%),KINDER MORGAN INC,1.0,36606.543999999994,KMI,36606.543999999994
2018,1004115,CONSOLIDATED EDISON INC (100%),CONSOLIDATED EDISON INC,1.0,230635.144,ED,230635.144
2018,1004120,WEC ENERGY GROUP (100%),WEC ENERGY GROUP,1.0,52856.85,WEC,52856.85
2018,1004123,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,67507.024,RSG,67507.024
2018,1004137,EXXONMOBIL CORP (100%),EXXONMOBIL CORP,1.0,87198.126,XOM,87198.126
2018,1004143,EXXONMOBIL CORP (100%),EXXONMOBIL CORP,1.0,46589.368,XOM,46589.368
2018,1004144,EXXONMOBIL CORP (100%),EXXONMOBIL CORP,1.0,52114.590000000004,XOM,52114.590000000004
2018,1004150,MERCK & CO INC (100%),MERCK & CO INC,1.0,22808.964,MRK,22808.964
2018,1004151,NUCOR CORP (100%),NUCOR CORP,1.0,357828.938,NUE,357828.938
2018,1004152,NUCOR CORP (100%),NUCOR CORP,1.0,102859.54400000001,NUE,102859.54400000001
2018,1004160,DOMINION ENERGY INC (100%),DOMINION ENERGY INC,1.0,19856.678,D,19856.678
2018,1004163,SOUTHERN CO GAS (100%),SOUTHERN CO GAS,1.0,136048.35,SO,136048.35
2018,1004180,SOUTHERN CO GAS (100%),SOUTHERN CO GAS,1.0,48674.6,SO,48674.6
2018,1004183,CF INDUSTRIES HOLDINGS INC (100%),CF INDUSTRIES HOLDINGS INC,1.0,2124412.982,CF,2124412.982
2018,1004192,DOMINION ENERGY INC (100%),DOMINION ENERGY INC,1.0,47350.49600000001,D,47350.49600000001
2018,1004195,CENTERPOINT ENERGY INC (100%),CENTERPOINT ENERGY INC,1.0,19248.45,CNP,19248.45
2018,1004198,CENTERPOINT ENERGY INC (100%),CENTERPOINT ENERGY INC,1.0,18402.0,CNP,18402.0
2018,1004206,3M CO (100%),3M CO,1.0,48998.483071999995,MMM,48998.483071999995
2018,1004221,GENERAL MOTORS LLC (100%),GENERAL MOTORS LLC,1.0,56828.335999999996,GM,56828.335999999996
2018,1004229,NEXTERA ENERGY (100%),NEXTERA ENERGY,1.0,16704.75,NEE,16704.75
2018,1004272,PACIFIC GAS & ELECTRIC CO (100%),PACIFIC GAS & ELECTRIC CO,1.0,60041.724,PCG,60041.724
2018,1004292,WEYERHAEUSER CO (100%),WEYERHAEUSER CO,1.0,218880.79,WY,218880.79
2018,1004293,WEC ENERGY GROUP (100%),WEC ENERGY GROUP,1.0,59729.9,WEC,59729.9
2018,1004301,OCCIDENTAL PETROLEUM CORP (100%),OCCIDENTAL PETROLEUM CORP,1.0,2893.242,OXY,2893.242
2018,1004305,PHILLIPS 66 (100%),PHILLIPS 66,1.0,2141599.84,PSX,2141599.84
2018,1004307,ALBEMARLE CORP (100%),ALBEMARLE CORP,1.0,64486.556,ALB,64486.556
2018,1004309,JOE JENKINS (70%); FOREST VIEW LANDFILL LLC (30%),FOREST VIEW LANDFILL LLC,0.3,6287.25,RSG,1886.175
2018,1004310,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,6351.5,RSG,6351.5
2018,1004311,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,5678.25,RSG,5678.25
2018,1004313,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,46718.25,RSG,46718.25
2018,1004314,DOW CHEMICAL (100%),DOW CHEMICAL,1.0,2152315.064,DOW,2152315.064
2018,1004316,BRISTOL-MYERS SQUIBB CO (100%),BRISTOL-MYERS SQUIBB CO,1.0,16954.836,BMY,16954.836
2018,1004317,GENERAL MOTORS LLC (100%),GENERAL MOTORS LLC,1.0,81560.592,GM,81560.592
2018,1004322,SOUTHERN CO GAS (100%),SOUTHERN CO GAS,1.0,41727.344,SO,41727.344
2018,1004325,MICRON TECHNOLOGY INC (100%),MICRON TECHNOLOGY INC,1.0,74179.7891,MU,74179.7891
2018,1004333,DTE ENERGY CO (50%); HYDE PARK HOLDINGS LLC (50%),DTE ENERGY CO,0.5,520875.108,DTE,260437.554
2018,1004343,PFIZER INC (100%),PFIZER INC,1.0,46174.176,PFE,46174.176
2018,1004351,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,50825.25,RSG,50825.25
2018,1004352,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,136915.492,RSG,136915.492
2018,1004353,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,5020.75,RSG,5020.75
2018,1004354,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,8878.0,RSG,8878.0
2018,1004355,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,5933.5,RSG,5933.5
2018,1004365,PEPSICO INC (100%),PEPSICO INC,1.0,135088.19799999997,PEP,135088.19799999997
2018,1004366,GENERAL MILLS INC (100%),GENERAL MILLS INC,1.0,25411.804,GIS,25411.804
2018,1004369,PEPSICO INC (100%),PEPSICO INC,1.0,25663.397999999997,PEP,25663.397999999997
2018,1004371,INTEL CORP (100%),INTEL CORP,1.0,434195.9776334,INTC,434195.9776334
2018,1004394,CONOCOPHILLIPS (75%); MARUBENI POWER AMERICA INC (25%),CONOCOPHILLIPS,0.75,4704.972000000001,COP,3528.7290000000003
2018,1004418,ONEOK INC (100%),ONEOK INC,1.0,191419.478,OKE,191419.478
2018,1004422,CONOCOPHILLIPS (92.52%); CHEVRON CORP (4.95%); EXXONMOBIL CORP (2.53%),CONOCOPHILLIPS,0.9251999999999999,403745.38,COP,373545.225576
2018,1004422,CONOCOPHILLIPS (92.52%); CHEVRON CORP (4.95%); EXXONMOBIL CORP (2.53%),CHEVRON CORP,0.0495,403745.38,CVX,19985.39631
2018,1004422,CONOCOPHILLIPS (92.52%); CHEVRON CORP (4.95%); EXXONMOBIL CORP (2.53%),EXXONMOBIL CORP,0.0253,403745.38,XOM,10214.758114
2018,1004425,ONEOK INC (100%),ONEOK INC,1.0,81232.596,OKE,81232.596
2018,1004442,AIR PRODUCTS & CHEMICALS INC (100%),AIR PRODUCTS & CHEMICALS INC,1.0,184876.2,APD,184876.2
2018,1004454,TARGA RESOURCES (100%),TARGA RESOURCES,1.0,2253.392,TRGP,2253.392
2018,1004469,ELI LILLY & CO (100%),ELI LILLY & CO,1.0,24944.126,LLY,24944.126
2018,1004470,CATERPILLAR INC (100%),CATERPILLAR INC,1.0,39753.763999999996,CAT,39753.763999999996
2018,1004474,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,1829.0,RSG,1829.0
2018,1004476,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,184150.948,RSG,184150.948
2018,1004483,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,31634.0,RSG,31634.0
2018,1004484,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,11520.35,RSG,11520.35
2018,1004485,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,161705.25,RSG,161705.25
2018,1004486,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,23881.8,RSG,23881.8
2018,1004487,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,107233.75,RSG,107233.75
2018,1004527,CMS ENERGY CORP (100%),CMS ENERGY CORP,1.0,235601.842,CMS,235601.842
2018,1004551,ANDEAVOR (100%),ANDEAVOR,1.0,114878.98,MPC,114878.98
2018,1004557,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,3257.8,RSG,3257.8
2018,1004558,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,8810.25,RSG,8810.25
2018,1004559,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,9041.0,RSG,9041.0
2018,1004561,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,2646.75,RSG,2646.75
2018,1004562,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,4657.75,RSG,4657.75
2018,1004564,DTE ENERGY CO (100%),DTE ENERGY CO,1.0,51611.37,DTE,51611.37
2018,1004586,AIR PRODUCTS & CHEMICALS INC (100%),AIR PRODUCTS & CHEMICALS INC,1.0,742359.2,APD,742359.2
2018,1004593,TARGA RESOURCES (60%); MARKWEST ENERGY PARTNERS LP (40%),TARGA RESOURCES,0.6,132818.9263802232,TRGP,79691.3558281339
2018,1004599,BUNGE HOLDINGS NORTH AMERICA INC (100%),BUNGE HOLDINGS NORTH AMERICA INC,1.0,77764.408,BG,77764.408
2018,1004600,WASTE MANAGEMENT INC (100%),WASTE MANAGEMENT INC,1.0,19662.388,WM,19662.388
2018,1004605,GENERAL MOTORS LLC (100%),GENERAL MOTORS LLC,1.0,49050.316,GM,49050.316
2018,1004608,VALERO ENERGY CORP (100%),VALERO ENERGY CORP,1.0,119468.6,VLO,119468.6
2018,1004614,TARGA RESOURCES (100%),TARGA RESOURCES,1.0,680547.4468070137,TRGP,680547.4468070137
2018,1004616,STEEL DYNAMICS INC (100%),STEEL DYNAMICS INC,1.0,569446.7239999999,STLD,569446.7239999999
2018,1004620,TARGA RESOURCES (100%),TARGA RESOURCES,1.0,24608.3001191676,TRGP,24608.3001191676
2018,1004646,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,3215.75,RSG,3215.75
2018,1004647,DTE ENERGY CO (100%),DTE ENERGY CO,1.0,33448.932,DTE,33448.932
2018,1004649,ARCONIC INC (100%),ARCONIC INC,1.0,58402.479999999996,HWM,58402.479999999996
2018,1004695,GENERAL MOTORS LLC (100%),GENERAL MOTORS LLC,1.0,28728.89,GM,28728.89
2018,1004703,DOMINION ENERGY INC (100%),DOMINION ENERGY INC,1.0,620638.048,D,620638.048
2018,1004706,DOMINION ENERGY INC (100%),DOMINION ENERGY INC,1.0,73166.85,D,73166.85
2018,1004709,KINDER MORGAN INC (100%),KINDER MORGAN INC,1.0,58759.088,KMI,58759.088
2018,1004715,ONEOK INC (100%),ONEOK INC,1.0,249935.672,OKE,249935.672
2018,1004727,EXXONMOBIL CORP (8.52%); ENTERPRISE PRODUCTS PARTNERS LP (64.52%); APACHE CORP (12.31%); TARGA RESOURCES (10.2875%); HILCORP ENERGY CO (1.39%); NOBLE ENERGY INC (1.275%); DCP MIDSTREAM LP (1.13%),EXXONMOBIL CORP,0.0852,99031.25,XOM,8437.4625
2018,1004727,EXXONMOBIL CORP (8.52%); ENTERPRISE PRODUCTS PARTNERS LP (64.52%); APACHE CORP (12.31%); TARGA RESOURCES (10.2875%); HILCORP ENERGY CO (1.39%); NOBLE ENERGY INC (1.275%); DCP MIDSTREAM LP (1.13%),TARGA RESOURCES,0.102875,99031.25,TRGP,10187.83984375
2018,1004727,EXXONMOBIL CORP (8.52%); ENTERPRISE PRODUCTS PARTNERS LP (64.52%); APACHE CORP (12.31%); TARGA RESOURCES (10.2875%); HILCORP ENERGY CO (1.39%); NOBLE ENERGY INC (1.275%); DCP MIDSTREAM LP (1.13%),NOBLE ENERGY INC,0.01275,99031.25,CVX,1262.6484375
2018,1004727,EXXONMOBIL CORP (8.52%); ENTERPRISE PRODUCTS PARTNERS LP (64.52%); APACHE CORP (12.31%); TARGA RESOURCES (10.2875%); HILCORP ENERGY CO (1.39%); NOBLE ENERGY INC (1.275%); DCP MIDSTREAM LP (1.13%),DCP MIDSTREAM LP,0.0113,99031.25,PSX,1119.053125
2018,1004734,LOEWS CORP (100%),LOEWS CORP,1.0,33408.802,L,33408.802
2018,1004736,LOEWS CORP (100%),LOEWS CORP,1.0,112159.308,L,112159.308
2018,1004744,DEVON ENERGY CORP (38.75%); TARGA RESOURCES (38.75%); PHILLIPS 66 (22.5%),DEVON ENERGY CORP,0.3875,196816.712,DVN,76266.4759
2018,1004744,DEVON ENERGY CORP (38.75%); TARGA RESOURCES (38.75%); PHILLIPS 66 (22.5%),TARGA RESOURCES,0.3875,196816.712,TRGP,76266.4759
2018,1004744,DEVON ENERGY CORP (38.75%); TARGA RESOURCES (38.75%); PHILLIPS 66 (22.5%),PHILLIPS 66,0.225,196816.712,PSX,44283.760200000004
2018,1004746,ANALOG DEVICES INC (100%),ANALOG DEVICES INC,1.0,12179.614985,ADI,12179.614985
2018,1004750,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,237699.2,RSG,237699.2
2018,1004764,LOEWS CORP (100%),LOEWS CORP,1.0,257405.764,L,257405.764
2018,1004772,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,70803.748,RSG,70803.748
2018,1004779,SEMPRA ENERGY INC (100.0%),SEMPRA ENERGY INC,1.0,45134.666,SRE,45134.666
2018,1004794,ATMOS ENERGY CORP (100%),ATMOS ENERGY CORP,1.0,24623.6,ATO,24623.6
2018,1004804,3M CO (100%),3M CO,1.0,33196.276000000005,MMM,33196.276000000005
2018,1004809,TYSON FOODS INC (100%),TYSON FOODS INC,1.0,21558.268,TSN,21558.268
2018,1004817,PRECISION CASTPARTS CORP (100%),PRECISION CASTPARTS CORP,1.0,35752.716,BRK.B,35752.716
2018,1004821,BUNGE HOLDINGS NORTH AMERICA INC (100%),BUNGE HOLDINGS NORTH AMERICA INC,1.0,23510.512000000002,BG,23510.512000000002
2018,1004831,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,104248.0,RSG,104248.0
2018,1004836,3M CO (100%),3M CO,1.0,65131.246132,MMM,65131.246132
2018,1004843,TARGA RESOURCES (100%),TARGA RESOURCES,1.0,84700.3326604065,TRGP,84700.3326604065
2018,1004844,WEC ENERGY GROUP (100%),WEC ENERGY GROUP,1.0,88902.122,WEC,88902.122
2018,1004854,NRG ENERGY INC (100%),NRG ENERGY INC,1.0,56182.006,NRG,56182.006
2018,1004883,MICROCHIP TECHNOLOGY INC (100%),MICROCHIP TECHNOLOGY INC,1.0,107957.44501,MCHP,107957.44501
2018,1004893,TARGA RESOURCES (100%),TARGA RESOURCES,1.0,121596.95244324379,TRGP,121596.95244324379
2018,1004898,PEPSICO INC (100%),PEPSICO INC,1.0,25669.104,PEP,25669.104
2018,1004901,INTERNATIONAL PAPER CO (100%),INTERNATIONAL PAPER CO,1.0,1099813.504,IP,1099813.504
2018,1004914,3M CO (100%),3M CO,1.0,38917.952000000005,MMM,38917.952000000005
2018,1004938,SEMPRA ENERGY INC (100.0%),SEMPRA ENERGY INC,1.0,2020.894,SRE,2020.894
2018,1004940,SEMPRA ENERGY INC (100.0%),SEMPRA ENERGY INC,1.0,13479.782000000001,SRE,13479.782000000001
2018,1004944,BERKSHIRE HATHAWAY INC (100%),BERKSHIRE HATHAWAY INC,1.0,39453.352000000006,BRK.B,39453.352000000006
2018,1004945,LOEWS CORP (100%),LOEWS CORP,1.0,155008.28399999999,L,155008.28399999999
2018,1004946,LOEWS CORP (100%),LOEWS CORP,1.0,184119.518,L,184119.518
2018,1004951,FORD MOTOR CO (100%),FORD MOTOR CO,1.0,64603.556,F,64603.556
2018,1004952,TYSON FOODS INC (100%),TYSON FOODS INC,1.0,33077.866,TSN,33077.866
2018,1004972,BERKSHIRE HATHAWAY INC (100%),BERKSHIRE HATHAWAY INC,1.0,111014.532,BRK.B,111014.532
2018,1004976,REPUBLIC SERVICES INC (100%),REPUBLIC SERVICES INC,1.0,59763.6,RSG,59763.6
2018,1004977,DOMINION ENERGY INC (100%),DOMINION ENERGY INC,1.0,93356.886,D,93356.886
2018,1004983,PEPSICO INC (100%),PEPSICO INC,1.0,40174.9,PEP,40174.9
2018,1004987,TYSON FOODS INC (100%),TYSON FOODS INC,1.0,107757.522,TSN,107757.522
2018,1004998,CONOCOPHILLIPS (92.52%); CHEVRON CORP (4.95%); EXXONMOBIL CORP (2.53%),CONOCOPHILLIPS,0.9251999999999999,326384.072,COP,301970.54341439996
2018,1004998,CONOCOPHILLIPS (92.52%); CHEVRON CORP (4.95%); EXXONMOBIL CORP (2.53%),CHEVRON CORP,0.0495,326384.072,CVX,16156.011564
2018,1004998,CONOCOPHILLIPS (92.52%); CHEVRON CORP (4.95%); EXXONMOBIL CORP (2.53%),EXXONMOBIL CORP,0.0253,326384.072,XOM,8257.517021599999
2018,1005001,CONOCOPHILLIPS (92.52%); CHEVRON CORP (4.95%); EXXONMOBIL CORP (2.53%),CONOCOPHILLIPS,0.9251999999999999,93078.09999999999,COP,86115.85811999999
2018,1005001,CONOCOPHILLIPS (92.52%); CHEVRON CORP (4.95%); EXXONMOBIL CORP (2.53%),CHEVRON CORP,0.0495,93078.09999999999,CVX,4607.365949999999
2018,1005001,CONOCOPHILLIPS (92.52%); CHEVRON CORP (4.95%); EXXONMOBIL CORP (2.53%),EXXONMOBIL CORP,0.0253,93078.09999999999,XOM,2354.8759299999997
2018,1005012,WESTROCK CO (100%),WESTROCK CO,1.0,1722676.45,SW,1722676.45
2018,1005019,BUNGE HOLDINGS NORTH AMERICA INC (100%),BUNGE HOLDINGS NORTH AMERICA INC,1.0,53023.3,BG,53023.3
2018,1005022,BUNGE HOLDINGS NORTH AMERICA INC (100%),BUNGE HOLDINGS NORTH AMERICA INC,1.0,45596.528,BG,45596.528
2018,1005024,FORD MOTOR CO (100%),FORD MOTOR CO,1.0,89385.264,F,89385.264
2018,1005027,LOEWS CORP (100%),LOEWS CORP,1.0,71064.85,L,71064.85
2018,1005028,LOEWS CORP (100%),LOEWS CORP,1.0,84683.41799999999,L,84683.41799999999
2018,1005031,ENTERPRISE PRODUCTS PARTNERS LP (32.25%); THE WILLIAMS COS (31.45%); BP AMERICA INC (19.43%); EXXONMOBIL CORP (16.87%),EXXONMOBIL CORP,0.16870000000000002,95314.344,XOM,16079.5298328
2018,1005043,3M CO (100%),3M CO,1.0,104995.534,MMM,104995.534
2018,1005045,ONEOK INC (80%); PHILLIPS 66 (10%); SPECTRA ENERGY (10%),ONEOK INC,0.8,206333.524,OKE,165066.81920000003
2018,1005045,ONEOK INC (80%); PHILLIPS 66 (10%); SPECTRA ENERGY (10%),PHILLIPS 66,0.1,206333.524,PSX,20633.352400000003
2018,1005063,SEMPRA ENERGY INC (100.0%),SEMPRA ENERGY INC,1.0,32286.306,SRE,32286.306
2018,1005069,ENTERPRISE PRODUCTS PARTNERS LP (66%); MARATHON OIL CO (34%),MARATHON OIL CO,0.34,143905.07799999998,COP,48927.72652
2018,1005071,ENTERPRISE GAS PROCESSING LLC (64.19%); DCP MIDSTREAM LP (6.9%); W&T OFFSHORE INC (5.17%); TARGA RESOURCES (4.75%); EXXONMOBIL CORP (3.04%); LEED PETROLEUM LLC (2.56%); APACHE CORP (2.25%); EAGLE ROCK ENERGY PARTNERS LP (1.67%); ARENA ENERGY LLC (1.34%); ENI PETROLEUM US LLC (1.23%); UNION EXPLORATION PARTNERS LTD (1.12%),DCP MIDSTREAM LP,0.069,229860.336,PSX,15860.363184000002
2018,1005071,ENTERPRISE GAS PROCESSING LLC (64.19%); DCP MIDSTREAM LP (6.9%); W&T OFFSHORE INC (5.17%); TARGA RESOURCES (4.75%); EXXONMOBIL CORP (3.04%); LEED PETROLEUM LLC (2.56%); APACHE CORP (2.25%); EAGLE ROCK ENERGY PARTNERS LP (1.67%); ARENA ENERGY LLC (1.34%); ENI PETROLEUM US LLC (1.23%); UNION EXPLORATION PARTNERS LTD (1.12%),TARGA RESOURCES,0.0475,229860.336,TRGP,10918.365960000001
2018,1005071,ENTERPRISE GAS PROCESSING LLC (64.19%); DCP MIDSTREAM LP (6.9%); W&T OFFSHORE INC (5.17%); TARGA RESOURCES (4.75%); EXXONMOBIL CORP (3.04%); LEED PETROLEUM LLC (2.56%); APACHE CORP (2.25%); EAGLE ROCK ENERGY PARTNERS LP (1.67%); ARENA ENERGY LLC (1.34%); ENI PETROLEUM US LLC (1.23%); UNION EXPLORATION PARTNERS LTD (1.12%),EXXONMOBIL CORP,0.0304,229860.336,XOM,6987.7542144
2018,1005072,AMGEN INC (100%),AMGEN INC,1.0,25065.296,AMGN,25065.296
2018,1005075,BUNGE HOLDINGS NORTH AMERICA INC (100%),BUNGE HOLDINGS NORTH AMERICA INC,1.0,84234.832,BG,84234.832
