ticker,year,co2e_tonnes,revenue_usd,raw_ratio
CNC,2020,0.0,111115000000.0,0.0
CNC,2021,0.0,125982000000.0,0.0
CNC,2022,0.0,144547000000.0,0.0
CNC,2023,0.0,153999000000.0,0.0
CNP,2018,414436.45999999996,6282000000.0,65.97205666985036
CNP,2019,396922.35,7564000000.0,52.47519169751454
CNP,2020,4095771.904,7418000000.0,552.1396473442977
CNP,2021,6114179.5148,8352000000.0,732.0617235153256
CNP,2022,4800215.6912,9327000000.0,514.6580563096387
CNP,2023,4192299.8872,8696000000.0,482.0952032198712
COF,2018,0.0,3431000000.0,0.0
COF,2019,0.0,28593000000.0,0.0
COF,2020,0.0,28523000000.0,0.0
COF,2021,0.0,30435000000.0,0.0
COF,2022,0.0,34250000000.0,0.0
COF,2023,0.0,36787000000.0,0.0
COHR,2018,0.0,1158794000.0,0.0
COHR,2019,0.0,1362496000.0,0.0
COHR,2020,0.0,2380071000.0,0.0
COHR,2021,0.0,3105891000.0,0.0
COHR,2022,0.0,3316616000.0,0.0
COHR,2023,0.0,5160100000.0,0.0
COIN,2019,0.0,533735000.0,0.0
COIN,2020,0.0,1277481000.0,0.0
COIN,2021,0.0,7839444000.0,0.0
COIN,2022,0.0,3194208000.0,0.0
COIN,2023,0.0,3108383000.0,0.0
COO,2018,0.0,2532800000.0,0.0
COO,2019,0.0,2653400000.0,0.0
COO,2020,0.0,2430900000.0,0.0
COO,2021,0.0,2922500000.0,0.0
COO,2022,0.0,3308400000.0,0.0
COO,2023,0.0,3593200000.0,0.0
COP,2018,12333988.4902908,36417000000.0,338.6876593429113
COP,2019,15231582.7227404,36670000000.0,415.36904070740115
COP,2020,11836084.928314,18784000000.0,630.1152538497657
COP,2021,12602983.5982076,45828000000.0,275.00618831735187
COP,2022,12350399.5232732,78494000000.0,157.3419563695722
COP,2023,11576729.9331512,56141000000.0,206.2081176528954
COR,2018,0.0,167939635000.0,0.0
COR,2019,0.0,179589121000.0,0.0
COR,2020,0.0,189893926000.0,0.0
COR,2021,0.0,213988843000.0,0.0
COR,2022,0.0,238587006000.0,0.0
COR,2023,0.0,262173411000.0,0.0
COST,2018,0.0,141576000000.0,0.0
COST,2019,0.0,152703000000.0,0.0
COST,2020,0.0,166761000000.0,0.0
COST,2021,0.0,195929000000.0,0.0
COST,2022,0.0,226954000000.0,0.0
COST,2023,0.0,242290000000.0,0.0
CPAY,2018,0.0,2433492000.0,0.0
CPAY,2019,0.0,2648848000.0,0.0
CPAY,2020,0.0,2388855000.0,0.0
CPAY,2021,0.0,2833736000.0,0.0
CPAY,2022,0.0,3427129000.0,0.0
CPAY,2023,0.0,3757719000.0,0.0
CPRT,2018,0.0,1805695000.0,0.0
CPRT,2019,0.0,2041957000.0,0.0
CPRT,2020,0.0,2205583000.0,0.0
CPRT,2021,0.0,2692511000.0,0.0
CPRT,2022,0.0,3500921000.0,0.0
CPRT,2023,0.0,3869518000.0,0.0
CPT,2018,0.0,7231000.0,0.0
CPT,2019,0.0,8696000.0,0.0
CPT,2020,0.0,10800000.0,0.0
CPT,2021,0.0,10532000.0,0.0
CPT,2022,0.0,5188000.0,0.0
CPT,2023,0.0,3451000.0,0.0
CRH,2021,6331202.082,29206000000.0,216.7774457988085
CRH,2022,6239175.494,32723000000.0,190.6663659811142
CRH,2023,5904571.328,34949000000.0,168.9482196343243
CRL,2018,0.0,2266096000.0,0.0
CRL,2019,0.0,2621226000.0,0.0
CRL,2020,0.0,2923933000.0,0.0
CRL,2021,0.0,3540160000.0,0.0
CRL,2022,0.0,3976060000.0,0.0
CRL,2023,0.0,4129409000.0,0.0
CRM,2018,0.0,13282000000.0,0.0
CRM,2019,0.0,17098000000.0,0.0
CRM,2020,0.0,21252000000.0,0.0
CRM,2021,0.0,26492000000.0,0.0
CRM,2022,0.0,31352000000.0,0.0
CRM,2023,0.0,34857000000.0,0.0
CRWD,2018,0.0,249824000.0,0.0
CRWD,2019,0.0,481413000.0,0.0
CRWD,2020,0.0,874438000.0,0.0
CRWD,2021,0.0,1451594000.0,0.0
CRWD,2022,0.0,2241236000.0,0.0
CRWD,2023,0.0,3055555000.0,0.0
CSCO,2018,0.0,49330000000.0,0.0
CSCO,2019,0.0,51904000000.0,0.0
CSCO,2020,0.0,49301000000.0,0.0
CSCO,2021,0.0,49818000000.0,0.0
CSCO,2022,0.0,51557000000.0,0.0
CSCO,2023,0.0,56998000000.0,0.0
CSGP,2018,0.0,1191832000.0,0.0
CSGP,2019,0.0,1399719000.0,0.0
CSGP,2020,0.0,1659019000.0,0.0
CSGP,2021,0.0,1944100000.0,0.0
CSGP,2022,0.0,2182400000.0,0.0
CSGP,2023,0.0,2455000000.0,0.0
CSX,2018,0.0,12250000000.0,0.0
CSX,2019,0.0,11937000000.0,0.0
CSX,2020,0.0,10583000000.0,0.0
CSX,2021,0.0,12522000000.0,0.0
CSX,2022,0.0,14853000000.0,0.0
CSX,2023,0.0,14657000000.0,0.0
CTAS,2018,0.0,6892303000.0,0.0
CTAS,2019,0.0,7085120000.0,0.0
CTAS,2020,0.0,7116340000.0,0.0
CTAS,2021,0.0,7854459000.0,0.0
CTAS,2022,0.0,8815769000.0,0.0
CTAS,2023,0.0,9596615000.0,0.0
CTSH,2018,0.0,16125000000.0,0.0
CTSH,2019,0.0,16783000000.0,0.0
CTSH,2020,0.0,16652000000.0,0.0
CTSH,2021,0.0,18507000000.0,0.0
CTSH,2022,0.0,19428000000.0,0.0
CTSH,2023,0.0,19353000000.0,0.0
CTVA,2018,0.0,14287000000.0,0.0
CTVA,2019,117616.75600000001,13846000000.0,8.494637873754153
CTVA,2020,97647.23199999999,14217000000.0,6.86834296968418
CTVA,2021,93611.848,15655000000.0,5.979677291600128
CTVA,2022,90619.16,17455000000.0,5.191587510741908
CTVA,2023,82753.74,17226000000.0,4.804002089864159
CVNA,2018,0.0,1955467000.0,0.0
CVNA,2019,0.0,3940000000.0,0.0
CVNA,2020,0.0,5587000000.0,0.0
CVNA,2021,0.0,12814000000.0,0.0
CVNA,2022,0.0,13604000000.0,0.0
CVNA,2023,0.0,10771000000.0,0.0
CVS,2018,0.0,193919000000.0,0.0
CVS,2019,0.0,256776000000.0,0.0
CVS,2020,0.0,268706000000.0,0.0
CVS,2021,0.0,292111000000.0,0.0
CVS,2022,0.0,322467000000.0,0.0
CVS,2023,0.0,357776000000.0,0.0
CVX,2018,26442930.42830406,158902000000.0,166.410305901147
CVX,2019,26942587.35909866,146516000000.0,183.88836276651466
CVX,2020,24026605.656395372,94692000000.0,253.73427170611427
CVX,2021,27219332.727682073,162465000000.0,167.53967148420935
CVX,2022,25718632.184381526,246252000000.0,104.44029768034991
CVX,2023,21592603.71018879,200949000000.0,107.45315333835347
D,2018,28459273.8288,10891000000.0,2613.1001587365713
D,2019,35960046.419,14401000000.0,2497.052039372266
D,2020,36193982.697,11919000000.0,3036.662697961238
D,2021,34412567.441,11661000000.0,2951.0820204956694
D,2022,33078061.769,14552000000.0,2273.093854384277
D,2023,29531843.1822,14393000000.0,2051.8198556381576
DAL,2018,1230173.1219999997,44438000000.0,27.682909266843687
DAL,2019,1501649.668,47007000000.0,31.945235135192632
DAL,2020,1179682.28,17095000000.0,69.00744545188653
DAL,2021,1381265.21,29899000000.0,46.197705943342584
DAL,2022,1313653.766,50582000000.0,25.970775493258472
DAL,2023,1256096.862,58048000000.0,21.638934364663726
DASH,2018,0.0,291000000.0,0.0
DASH,2019,0.0,885000000.0,0.0
DASH,2020,0.0,2886000000.0,0.0
DASH,2021,0.0,4888000000.0,0.0
DASH,2022,0.0,6583000000.0,0.0
DASH,2023,0.0,8635000000.0,0.0
DD,2018,27767.396,16378000000.0,1.6954082305531812
DD,2019,1182591.4,15436000000.0,76.6125550660793
DD,2020,590076.916,14338000000.0,41.154757706793134
DD,2021,408240.212,12566000000.0,32.487681999045044
DD,2022,206987.258,13017000000.0,15.901302757931935
DD,2023,195527.252,6614000000.0,29.562632597520413
DDOG,2018,0.0,198077000.0,0.0
DDOG,2019,0.0,362780000.0,0.0
DDOG,2020,0.0,603466000.0,0.0
DDOG,2021,0.0,1028784000.0,0.0
DDOG,2022,0.0,1675100000.0,0.0
DDOG,2023,0.0,2128359000.0,0.0
DE,2018,64230.30799999999,37358000000.0,1.7193187001445471
DE,2019,63353.212,39258000000.0,1.6137656528605635
DE,2020,63013.964,35540000000.0,1.7730434440067528
DE,2021,44661.832,44024000000.0,1.01448827912048
DE,2022,52119.056000000004,52577000000.0,0.9912900317629383
DE,2023,45075.880000000005,61251000000.0,0.7359207196617199
DECK,2018,0.0,2020437000.0,0.0
DECK,2019,0.0,2132689000.0,0.0
DECK,2020,0.0,2545641000.0,0.0
DECK,2021,0.0,3150339000.0,0.0
DECK,2022,0.0,3627286000.0,0.0
DECK,2023,0.0,4287763000.0,0.0
DELL,2018,0.0,90621000000.0,0.0
DELL,2019,0.0,84815000000.0,0.0
DELL,2020,0.0,86670000000.0,0.0
DELL,2021,0.0,101197000000.0,0.0
DELL,2022,0.0,102301000000.0,0.0
DELL,2023,0.0,88425000000.0,0.0
DG,2018,0.0,25625043000.0,0.0
DG,2019,0.0,27753973000.0,0.0
DG,2020,0.0,33746839000.0,0.0
DG,2021,0.0,34220449000.0,0.0
DG,2022,0.0,37844863000.0,0.0
DG,2023,0.0,38691609000.0,0.0
DGX,2018,0.0,7531000000.0,0.0
DGX,2019,0.0,7726000000.0,0.0
DGX,2020,0.0,9437000000.0,0.0
DGX,2021,0.0,10788000000.0,0.0
DGX,2022,0.0,9883000000.0,0.0
DGX,2023,0.0,9252000000.0,0.0
DHI,2018,0.0,16068000000.0,0.0
DHI,2019,0.0,17592900000.0,0.0
DHI,2020,0.0,20311100000.0,0.0
DHI,2021,0.0,27774200000.0,0.0
DHI,2022,0.0,33480000000.0,0.0
DHI,2023,0.0,35460400000.0,0.0
DHR,2018,0.0,17049000000.0,0.0
DHR,2019,0.0,17911000000.0,0.0
DHR,2021,0.0,24802000000.0,0.0
DHR,2022,0.0,26643000000.0,0.0
DHR,2023,0.0,23890000000.0,0.0
DIS,2018,103553.00802000001,59434000000.0,1.7423193461654947
DIS,2019,109234.83582,69607000000.0,1.5693081991753701
DIS,2020,63329.4684,65388000000.0,0.9685182051752614
DIS,2021,85858.38953999999,67418000000.0,1.2735232362277136
DIS,2022,101925.20645999999,82722000000.0,1.2321414673242908
DIS,2023,109472.14674,88898000000.0,1.231435428693559
DLR,2018,0.0,3046478000.0,0.0
DLR,2019,0.0,3209241000.0,0.0
DLR,2020,0.0,3903609000.0,0.0
DLR,2021,0.0,4427882000.0,0.0
DLR,2022,0.0,4691834000.0,0.0
DLR,2023,0.0,5477061000.0,0.0
DLTR,2018,0.0,22823300000.0,0.0
DLTR,2019,0.0,23610800000.0,0.0
DLTR,2020,0.0,25509300000.0,0.0
DLTR,2021,0.0,26321200000.0,0.0
DLTR,2022,0.0,15411500000.0,0.0
DLTR,2023,0.0,16781100000.0,0.0
DOC,2018,0.0,144217000.0,0.0
DOC,2019,0.0,1240339000.0,0.0
DOC,2020,0.0,1644875000.0,0.0
DOC,2021,0.0,1896184000.0,0.0
DOC,2022,0.0,2061178000.0,0.0
DOC,2023,0.0,2181003000.0,0.0
DOV,2018,0.0,6992118000.0,0.0
DOV,2019,0.0,7136397000.0,0.0
DOV,2020,0.0,6683760000.0,0.0
DOV,2021,0.0,7907081000.0,0.0
DOV,2022,0.0,7844174000.0,0.0
DOV,2023,0.0,7684476000.0,0.0
DOW,2018,14867410.34751,49604000000.0,299.72200523163457
DOW,2019,16412207.92483,42951000000.0,382.11468708132526
DOW,2020,16885953.02462,38542000000.0,438.1182352918894
DOW,2021,16949579.735,54968000000.0,308.35358272085574
DOW,2022,16471991.6526,56902000000.0,289.48001217180416
DOW,2023,16645248.804500002,44622000000.0,373.0278518331765
DPZ,2018,0.0,3432867000.0,0.0
DPZ,2019,0.0,3618774000.0,0.0
DPZ,2020,0.0,4117411000.0,0.0
DPZ,2021,0.0,4357373000.0,0.0
DPZ,2022,0.0,4537158000.0,0.0
DPZ,2023,0.0,4479358000.0,0.0
DRI,2018,0.0,8510400000.0,0.0
DRI,2019,0.0,7806900000.0,0.0
DRI,2020,0.0,7196100000.0,0.0
DRI,2021,0.0,9630000000.0,0.0
DRI,2022,0.0,10487800000.0,0.0
DRI,2023,0.0,11390000000.0,0.0
DTE,2019,30759877.585715998,12168000000.0,2527.9320829812623
DTE,2020,24613398.397142,11423000000.0,2154.7227871086407
DTE,2021,30651742.332518,14964000000.0,2048.3655661933976
DTE,2022,28056312.079556,19228000000.0,1459.1383440584564
DTE,2023,23423239.403256,12745000000.0,1837.8375365442134
DUK,2018,97383344.021504,23757000000.0,4099.143158711285
DUK,2019,85957548.4561114,24348000000.0,3530.374094632471
DUK,2020,75470660.8011122,23253000000.0,3245.6311358152584
DUK,2021,78134701.72246979,24486000000.0,3190.994924547488
DUK,2022,78479224.9183934,28675000000.0,2736.851784425228
DUK,2023,72775625.1168672,28674000000.0,2538.035332247583
DVA,2018,0.0,11404851000.0,0.0
DVA,2019,0.0,11388479000.0,0.0
DVA,2020,0.0,11550604000.0,0.0
DVA,2021,0.0,11618797000.0,0.0
DVA,2022,0.0,11609894000.0,0.0
DVA,2023,0.0,12140147000.0,0.0
DVN,2018,3186511.3897578,8439000000.0,377.59348142644865
DVN,2019,3056649.7333268,6674000000.0,457.99366696535816
DVN,2020,1975913.1928897998,4828000000.0,409.26122470791216
DVN,2021,3996206.5655464,13750000000.0,290.6332047670109
DVN,2022,4618152.8276444,19827000000.0,232.92242031797045
DVN,2023,4402834.4377427995,15258000000.0,288.55907967904045
DXCM,2018,0.0,1031600000.0,0.0
DXCM,2019,0.0,1476000000.0,0.0
DXCM,2020,0.0,1926700000.0,0.0
DXCM,2021,0.0,2448500000.0,0.0
DXCM,2022,0.0,2909800000.0,0.0
DXCM,2023,0.0,3622300000.0,0.0
EBAY,2018,0.0,8650000000.0,0.0
EBAY,2019,0.0,7429000000.0,0.0
EBAY,2020,0.0,8894000000.0,0.0
EBAY,2021,0.0,10420000000.0,0.0
EBAY,2022,0.0,9795000000.0,0.0
EBAY,2023,0.0,10112000000.0,0.0
ECHO,2018,0.0,1762638000.0,0.0
ECHO,2019,0.0,1886081000.0,0.0
ECHO,2020,0.0,1887907000.0,0.0
ECHO,2021,0.0,19818678000.0,0.0
ECHO,2022,0.0,18634246000.0,0.0
ECHO,2023,0.0,17015598000.0,0.0
ECL,2018,0.0,12222100000.0,0.0
ECL,2019,0.0,12562000000.0,0.0
ECL,2020,0.0,11790200000.0,0.0
ECL,2021,0.0,12733100000.0,0.0
ECL,2022,0.0,14187800000.0,0.0
ECL,2023,0.0,15320200000.0,0.0
ED,2018,2963666.548,11928000000.0,248.46299027498324
ED,2019,2815752.338,12574000000.0,223.93449483060283
ED,2020,2659411.7279999997,12246000000.0,217.16574620284172
ED,2021,2741623.1816000002,13676000000.0,200.46966814858146
ED,2022,2767956.7392,15670000000.0,176.640506649649
ED,2023,2697527.378,14663000000.0,183.96831330559914
EFX,2018,0.0,3412100000.0,0.0
EFX,2019,0.0,3507600000.0,0.0
EFX,2020,0.0,4127500000.0,0.0
EFX,2021,0.0,4923900000.0,0.0
EFX,2022,0.0,5122200000.0,0.0
EFX,2023,0.0,5265200000.0,0.0
EG,2018,0.0,7361495000.0,0.0
EG,2019,0.0,8231169000.0,0.0
EG,2020,0.0,9598000000.0,0.0
EG,2021,0.0,11866000000.0,0.0
EG,2022,0.0,12060000000.0,0.0
EG,2023,0.0,14587000000.0,0.0
EIX,2018,879133.59404,12657000000.0,69.4582913834242
EIX,2019,1289892.83974056,12347000000.0,104.47014171382197
EIX,2020,1296588.9233119201,13578000000.0,95.4918930116306
EIX,2021,915916.99862884,14905000000.0,61.45031859301174
EIX,2022,1597694.86811224,17220000000.0,92.7813512260302
EIX,2023,1102588.89792864,16338000000.0,67.48616097004775
EL,2018,0.0,13683000000.0,0.0
EL,2019,0.0,14863000000.0,0.0
EL,2020,0.0,14294000000.0,0.0
EL,2021,0.0,16215000000.0,0.0
EL,2022,0.0,17737000000.0,0.0
EL,2023,0.0,15910000000.0,0.0
ELV,2018,0.0,92105000000.0,0.0
ELV,2019,0.0,104213000000.0,0.0
ELV,2020,0.0,121867000000.0,0.0
ELV,2021,0.0,138639000000.0,0.0
ELV,2022,0.0,156595000000.0,0.0
ELV,2023,0.0,171340000000.0,0.0
EME,2018,0.0,8130631000.0,0.0
EME,2019,0.0,9174611000.0,0.0
EME,2020,0.0,8797061000.0,0.0
EME,2021,0.0,9903580000.0,0.0
EME,2022,0.0,11076120000.0,0.0
EME,2023,0.0,12582873000.0,0.0
EMR,2018,0.0,17408000000.0,0.0
EMR,2019,0.0,18372000000.0,0.0
EMR,2020,0.0,16785000000.0,0.0
EMR,2021,0.0,12932000000.0,0.0
EMR,2022,0.0,13804000000.0,0.0
EMR,2023,0.0,15165000000.0,0.0
EOG,2018,5253039.622,17275399000.0,304.0763123329308
EOG,2019,5406619.796,17380000000.0,311.0828421173763
EOG,2020,4473308.996,11032000000.0,405.4848618564177
EOG,2021,4994343.894,18642000000.0,267.908158673962
EOG,2022,5087931.94,25702000000.0,197.95860010894094
EOG,2023,5211851.17,24186000000.0,215.49041470272059
EQIX,2018,0.0,5071654000.0,0.0
EQIX,2019,0.0,5562140000.0,0.0
EQIX,2020,0.0,5998545000.0,0.0
EQIX,2021,0.0,6635537000.0,0.0
EQIX,2022,0.0,7263000000.0,0.0
EQIX,2023,0.0,8188000000.0,0.0
EQT,2018,939050.0059999999,4709384000.0,199.39975291885307
EQT,2019,744654.218,4416484000.0,168.6079283882835
EQT,2020,730334.8800000001,3058843000.0,238.76180634311737
EQT,2021,590558.8339999999,6804020000.0,86.79557585074704
EQT,2022,477547.432,12114168000.0,39.420572011218596
EQT,2023,420523.01999999996,6908923000.0,60.86665316721578
ERIE,2018,0.0,2382212000.0,0.0
ERIE,2019,0.0,2477298000.0,0.0
ERIE,2020,0.0,2536489000.0,0.0
ERIE,2021,0.0,2633977000.0,0.0
ERIE,2022,0.0,2840124000.0,0.0
ERIE,2023,0.0,3268940000.0,0.0
ES,2018,163186.75,8448201000.0,19.316153817836486
ES,2019,153537.4,8526470000.0,18.00714715468418
ES,2020,248567.44999999998,8904430000.0,27.91503218061122
ES,2021,234695.75,9863085000.0,23.79536929875389
ES,2022,221232.15,12289336000.0,18.00196121255046
ES,2023,206262.3,11910705000.0,17.31738801355587
ESS,2018,0.0,9183000.0,0.0
ESS,2019,0.0,1460155000.0,0.0
ESS,2020,0.0,1495748000.0,0.0
ESS,2021,0.0,1440556000.0,0.0
ESS,2022,0.0,1606814000.0,0.0
ESS,2023,0.0,1669395000.0,0.0
ETN,2018,0.0,21609000000.0,0.0
ETN,2019,0.0,21390000000.0,0.0
ETN,2020,0.0,17858000000.0,0.0
ETN,2021,0.0,19628000000.0,0.0
ETN,2022,0.0,20752000000.0,0.0
ETN,2023,0.0,23196000000.0,0.0
ETR,2018,37726617.2560846,11009452000.0,3426.747966754803
ETR,2019,36294210.1141116,10878673000.0,3336.2718149641596
ETR,2020,34603246.672817595,10113636000.0,3421.444737858629
ETR,2021,37184657.2777412,11742896000.0,3166.5661756470636
ETR,2022,40301404.6297808,13764237000.0,2927.9795625272072
ETR,2023,38227811.3537876,12147412000.0,3146.9922444210833
EVRG,2018,0.0,4224000000.0,0.0
EVRG,2019,26494543.088756,5147800000.0,5146.77009377909
EVRG,2020,23941981.365140002,4913400000.0,4872.793048630278
EVRG,2021,26375136.208800003,5586700000.0,4721.058264950687
EVRG,2022,27353547.649876002,5859100000.0,4668.557909896742
EVRG,2023,23109085.66798,5508200000.0,4195.396984129116
EW,2018,0.0,3722800000.0,0.0
EW,2019,0.0,4348000000.0,0.0
EW,2020,0.0,4386300000.0,0.0
EW,2021,0.0,5232500000.0,0.0
EW,2022,0.0,4464000000.0,0.0
EW,2023,0.0,5010000000.0,0.0
EXC,2018,8698311.09,35978000000.0,241.7674993051309
EXC,2019,8591280.92364288,16725000000.0,513.6789789921004
EXC,2020,7882591.443392,16663000000.0,473.0595597066555
EXC,2021,8012958.8956,17938000000.0,446.70302684803215
EXC,2022,322677.1928,19078000000.0,16.913575469126744
EXC,2023,301249.6376,21727000000.0,13.865220122428315
EXE,2018,2348442.716,10030000000.0,234.14184606181456
EXE,2019,2858312.644,8532000000.0,335.0108584153774
EXE,2020,2124801.432,5240000000.0,405.4964564885496
EXE,2021,1629512.844,5549000000.0,293.65882933861957
EXE,2022,1732197.736,11743000000.0,147.5089615941412
EXE,2023,791729.6479999999,8721000000.0,90.78427336314643
EXPD,2018,0.0,8138365000.0,0.0
EXPD,2019,0.0,7942417000.0,0.0
EXPD,2020,0.0,9584393000.0,0.0
EXPD,2021,0.0,16523517000.0,0.0
EXPD,2022,0.0,17071284000.0,0.0
EXPD,2023,0.0,9300110000.0,0.0
EXPE,2018,0.0,11223000000.0,0.0
EXPE,2019,0.0,12067000000.0,0.0
EXPE,2020,0.0,5199000000.0,0.0
EXPE,2021,0.0,8598000000.0,0.0
EXPE,2022,0.0,11667000000.0,0.0
EXPE,2023,0.0,12839000000.0,0.0
EXR,2018,0.0,41757000.0,0.0
EXR,2019,0.0,1308454000.0,0.0
EXR,2020,0.0,1356212000.0,0.0
EXR,2021,0.0,1577362000.0,0.0
EXR,2022,0.0,1924170000.0,0.0
EXR,2023,0.0,2560244000.0,0.0
F,2018,662690.504,160338000000.0,4.1330845089747905
F,2019,633370.062,155900000000.0,4.062668774855677
F,2020,481112.43799999997,127144000000.0,3.783996397785188
F,2021,499182.316,136341000000.0,3.66127808949619
F,2022,559602.738,158057000000.0,3.540512207621301
F,2023,497625.124,176191000000.0,2.8243504151744414
FANG,2018,928585.214,2130000000.0,435.9554995305165
FANG,2019,1852946.1579999998,3964000000.0,467.44353128153375
FANG,2020,1192555.8460000001,2813000000.0,423.94448844649844
FANG,2021,1252664.894,6797000000.0,184.29673297042814
FANG,2022,1619183.812,9643000000.0,167.91287068339727
FANG,2023,1757044.196,8412000000.0,208.8735373276272
FAST,2018,0.0,4965100000.0,0.0
FAST,2019,0.0,5333700000.0,0.0
FAST,2020,0.0,5647300000.0,0.0
FAST,2021,0.0,6010900000.0,0.0
FAST,2022,0.0,6980600000.0,0.0
FAST,2023,0.0,7346700000.0,0.0
FCX,2018,616132.4838324,18945000000.0,32.52216858444972
FCX,2019,449828.213046,14402000000.0,31.233732332037217
FCX,2020,429068.125,14198000000.0,30.220321524158333
FCX,2021,393890.04799999995,22845000000.0,17.241849332457868
FCX,2022,463664.704,23271000000.0,19.924571526793006
FCX,2023,468237.97400000005,22855000000.0,20.48733204987968
FDS,2018,0.0,1350145000.0,0.0
FDS,2019,0.0,1435351000.0,0.0
FDS,2020,0.0,1494111000.0,0.0
FDS,2021,0.0,1591445000.0,0.0
FDS,2022,0.0,1843892000.0,0.0
FDS,2023,0.0,2085508000.0,0.0
FDX,2018,0.0,69693000000.0,0.0
FDX,2019,0.0,69217000000.0,0.0
FDX,2020,0.0,83959000000.0,0.0
FDX,2021,0.0,93512000000.0,0.0
FDX,2022,0.0,90155000000.0,0.0
FDX,2023,0.0,87693000000.0,0.0
FDXF,2023,0.0,9424000000.0,0.0
FE,2018,32916248.536000002,10944000000.0,3007.698148391813
FE,2019,27852434.6272,11035000000.0,2524.008575188038
FE,2020,14653820.263600001,10790000000.0,1358.0927028359592
FE,2021,15867084.901999999,11132000000.0,1425.3579681997844
FE,2022,16618782.88,12459000000.0,1333.8777494180913
FE,2023,15338451.138,12870000000.0,1191.7988452214452
FERG,2022,0.0,28566000000.0,0.0
FERG,2023,0.0,29734000000.0,0.0
FFIV,2018,0.0,2161407000.0,0.0
FFIV,2019,0.0,2242447000.0,0.0
FFIV,2020,0.0,2350822000.0,0.0
FFIV,2021,0.0,2603416000.0,0.0
FFIV,2022,0.0,2695845000.0,0.0
FFIV,2023,0.0,2813169000.0,0.0
FICO,2018,0.0,1000146000.0,0.0
FICO,2019,0.0,1160083000.0,0.0
FICO,2020,0.0,1294562000.0,0.0
FICO,2021,0.0,1316536000.0,0.0
FICO,2022,0.0,1377270000.0,0.0
FICO,2023,0.0,1513557000.0,0.0
FIS,2018,0.0,8423000000.0,0.0
FIS,2019,0.0,10333000000.0,0.0
FIS,2020,0.0,12552000000.0,0.0
FIS,2021,0.0,9339000000.0,0.0
FIS,2022,0.0,9720000000.0,0.0
FIS,2023,0.0,9831000000.0,0.0
FISV,2018,0.0,5823000000.0,0.0
FISV,2019,0.0,10187000000.0,0.0
FISV,2020,0.0,14852000000.0,0.0
FISV,2021,0.0,16226000000.0,0.0
FISV,2022,0.0,17737000000.0,0.0
FISV,2023,0.0,19093000000.0,0.0
FITB,2018,0.0,549000000.0,0.0
FITB,2019,0.0,565000000.0,0.0
FITB,2020,0.0,559000000.0,0.0
FITB,2021,0.0,600000000.0,0.0
FITB,2022,0.0,589000000.0,0.0
FITB,2023,0.0,577000000.0,0.0
FIX,2018,0.0,2182879000.0,0.0
FIX,2019,0.0,2615277000.0,0.0
FIX,2020,0.0,2856659000.0,0.0
FIX,2021,0.0,3073636000.0,0.0
FIX,2022,0.0,4140364000.0,0.0
FIX,2023,0.0,5206760000.0,0.0
FLEX,2018,0.0,26211000000.0,0.0
FLEX,2019,0.0,24210000000.0,0.0
FLEX,2020,0.0,24124000000.0,0.0
FLEX,2021,0.0,24633000000.0,0.0
FLEX,2022,0.0,28502000000.0,0.0
FLEX,2023,0.0,26415000000.0,0.0
FOX,2018,0.0,10153000000.0,0.0
FOX,2019,0.0,11389000000.0,0.0
FOX,2020,0.0,12303000000.0,0.0
FOX,2021,0.0,12909000000.0,0.0
FOX,2022,0.0,13974000000.0,0.0
FOX,2023,0.0,14913000000.0,0.0
FRT,2018,0.0,915436000.0,0.0
FRT,2019,0.0,935788000.0,0.0
FRT,2020,0.0,835494000.0,0.0
FRT,2021,0.0,951224000.0,0.0
FRT,2022,0.0,1074378000.0,0.0
FRT,2023,0.0,1132154000.0,0.0
FSLR,2018,0.0,2244044000.0,0.0
FSLR,2019,0.0,3063117000.0,0.0
FSLR,2020,0.0,2711332000.0,0.0
FSLR,2021,0.0,2923377000.0,0.0
FSLR,2022,0.0,2619319000.0,0.0
FSLR,2023,0.0,3318602000.0,0.0
FTNT,2018,0.0,1804600000.0,0.0
FTNT,2019,0.0,2163000000.0,0.0
FTNT,2020,0.0,2594400000.0,0.0
FTNT,2021,0.0,3342200000.0,0.0
FTNT,2022,0.0,4417400000.0,0.0
FTNT,2023,0.0,5304800000.0,0.0
FTV,2018,0.0,3800400000.0,0.0
FTV,2019,0.0,4563900000.0,0.0
FTV,2020,0.0,4634400000.0,0.0
FTV,2021,0.0,5254700000.0,0.0
FTV,2022,0.0,5825700000.0,0.0
FTV,2023,0.0,3913900000.0,0.0
GD,2018,0.0,36193000000.0,0.0
GD,2019,0.0,39350000000.0,0.0
GD,2020,0.0,37925000000.0,0.0
GD,2021,0.0,38469000000.0,0.0
GD,2022,0.0,39407000000.0,0.0
GD,2023,0.0,42272000000.0,0.0
GDDY,2018,0.0,2660100000.0,0.0
GDDY,2019,0.0,2988100000.0,0.0
GDDY,2020,0.0,3316700000.0,0.0
GDDY,2021,0.0,3815700000.0,0.0
GDDY,2022,0.0,4091300000.0,0.0
GDDY,2023,0.0,4254100000.0,0.0
GE,2018,0.0,113543000000.0,0.0
GE,2019,0.0,90221000000.0,0.0
GE,2020,0.0,58025000000.0,0.0
GE,2021,0.0,56469000000.0,0.0
GE,2022,0.0,29139000000.0,0.0
GE,2023,0.0,35348000000.0,0.0
GEHC,2021,0.0,17585000000.0,0.0
GEHC,2022,0.0,18341000000.0,0.0
